Address,City,State,Zip_Code,Rent_Per_Month,Year,Days_on_Trulia,Type,Sqft,Phone_Number,Bedroom_min,Bedroom_max,Bathroom_min,Bathroom_max,Assault,Arrest,Theft,Vandalism,Burglary,Crime_Other,Elementary_School_Count,Elementary_School_Avg_Score,Middle_School_Count,Middle_School_Avg_Score,High_School_Count,High_School_Avg_Score,Driving,Transit,Walking,Cycling,Restaurant,Groceries,Nightlife,Cafe,Shopping,Entertainment,Beauty,Active_life,Latitude,Longitude,EPA_Region,Population,Input_area.sq..miles.,Particulate_Matter,Ozone,NATA._Diesel_PM,NATA._Air_Toxics_Cancer_Risk,NATA._Respiratory_Hazard_Index,Traffic_Proximity_and_Volume,Lead_Paint_Indicator,Superfund_Proximity,RMP_Proximity,Hazardous_Waste_Proximity,Wastewater_Discharge_Indicator,Demographic_Index.,Minority_Population.,Low_Income_Population.,Linguistically_Isolated_Population.,Population_with_Less_Than_High_School_Education.,Population_under_Age_5.,Population_over_Age_64.,URL,Short_form_ID,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,UATYPE,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
4441 Ford Place,Snellville,GA,30039,"$1,245 ",NA,15,Single-Family Home,"2,024",,3,3,2,2,66,56,157,NA,NA,NA,1,5,1,6,1,3,98,1,0,0,0,0,0,0,2,0,0,3,33.769322,-84.045215,4,3689,3.14,9.8,35.8,0.812,49,1.9,64,0.014,0.0087,0.12,0.04,0.007,59,78,39,4,7,5,7,https://www.trulia.com/c/ca/p/ga/snellville/4441-ford-pl-snellville-ga-30039--1073364954,4048371516,13,135,50709,1025,1.31351E+14,Block 1025,G5040,U,3817,U,S,443408,0,33.7693678,-84.0429761
6032 Old Wellborn Trace,Lithonia,GA,30058,"$1,195 ",NA,23,Single-Family Home,"1,700",,3,3,2,2,241,15,502,NA,NA,NA,1,2,1,2,1,3,92,7,0,0,18,1,1,0,8,0,15,1,33.720508,-84.143962,4,15341,3.14,9.86,35.3,1.29,54,2.4,190,0.033,0.0091,0.89,0.055,0.0024,74,98,50,1,9,6,6,https://www.trulia.com/c/ca/p/ga/lithonia/6032-old-wellborn-trce-lithonia-ga-30058--2029587118,4037514716,13,89,23309,1000,1.3089E+14,Block 1000,G5040,U,3817,U,S,101181,0,33.7229064,-84.1452441
5104 Fairington Ridge Circle,Lithonia,GA,30038,"$1,000 ",2006,22,Single-Family Home,NA,,3,3,2,2,61,1,56,NA,NA,NA,1,2,1,3,1,3,95,5,0,0,21,1,1,2,17,0,7,2,33.698663,-84.152857,4,10478,3.14,9.85,35.2,1.63,53,2.4,730,0.035,0.0091,0.3,0.061,0.021,72,98,46,1,12,7,6,https://www.trulia.com/c/ca/p/ga/lithonia/5104-fairington-ridge-cir-lithonia-ga-30038--2029422020,4048088541,13,89,23428,3003,1.3089E+14,Block 3003,G5040,U,3817,U,S,1623194,24301,33.6953645,-84.1564112
2565 Freemans Walk Drive,Dacula,GA,30019,"$1,444 ",NA,6,Single-Family Home,"1,865",,3,3,2,2,22,11,55,NA,NA,NA,1,7,1,8,1,7,98,1,0,0,28,2,0,4,25,3,20,14,33.996456,-83.900686,4,3530,3.14,9.64,36.2,0.836,47,1.7,8.7,0.024,0.0079,0.27,0.036,0,29,36,22,1,7,5,11,https://www.trulia.com/c/ca/p/ga/dacula/2565-freemans-walk-dr-dacula-ga-30019--1011063039,4048670551,13,135,50607,1044,1.31351E+14,Block 1044,G5040,U,3817,U,S,498753,0,33.995186,-83.8976882
3279 Tulip Drive,Decatur,GA,30032,"$1,050 ",1965,37,Single-Family Home,"1,250",,3,3,2,2,339,62,301,NA,NA,NA,1,2,1,3,1,3,84,15,0,0,26,3,3,0,20,0,17,1,33.74821,-84.241003,4,9818,3.14,9.95,34.9,1.32,55,2.6,920,0.38,0.01,0.12,0.082,0,72,90,55,1,18,8,10,https://www.trulia.com/c/ca/p/ga/decatur/3279-tulip-dr-decatur-ga-30032--1001984226,4047099107,13,89,23107,1012,1.3089E+14,Block 1012,G5040,U,3817,U,S,95430,0,33.7557134,-84.2425336
2457 Stancrest Lane,Lawrenceville,GA,30044,"$1,475 ",NA,1,Single-Family Home,"1,727",,3,3,2,2,83,31,133,NA,NA,NA,1,6,1,6,0,0,97,2,0,0,9,1,0,0,5,1,10,1,33.921899,-84.055744,4,9909,3.14,9.78,36.2,1.13,52,2,34,0.025,0.0089,0.13,0.075,0.06,49,66,33,14,12,7,7,https://www.trulia.com/c/ca/p/ga/lawrenceville/2457-stancrest-ln-lawrenceville-ga-30044--2029514541,4046992655,13,135,50532,2006,1.31351E+14,Block 2006,G5040,U,3817,U,S,616014,9244,33.9221159,-84.0580662
230 Lassiter Drive,Covington,GA,30016,"$1,260 ",NA,0,Single-Family Home,"1,637",,3,3,2,2,NA,NA,6,NA,169,NA,1,4,1,4,1,4,99,1,0,0,13,3,0,1,13,0,9,5,33.579208,-83.970748,4,3427,3.14,9.76,35.7,0.842,50,2.1,0.018,0.034,0.011,0.11,0.03,0.00028,53,66,40,6,13,5,10,https://www.trulia.com/c/ca/p/ga/covington/230-lassiter-dr-covington-ga-30016--1007078003,4049014318,13,217,100903,1033,1.32171E+14,Block 1033,G5040,U,3817,U,S,740641,6300,33.5814877,-83.9712052
3379 Woods Drive,Decatur,GA,30032,"$1,249 ",1956,0,Single-Family Home,"1,579",,3,3,2,2,339,62,301,NA,NA,NA,1,2,1,3,1,3,84,15,0,0,7,0,2,0,4,2,6,2,33.723656,-84.251151,4,8934,3.14,9.92,34.8,1.4,54,2.8,1900,0.32,0.01,0.15,0.1,0.0024,72,93,52,0,16,6,19,https://www.trulia.com/c/ca/p/ga/decatur/3379-woods-dr-decatur-ga-30032--1072798167,4049001404,13,89,23506,3015,1.3089E+14,Block 3015,G5040,U,3817,U,S,100552,0,33.7230353,-84.2470945
757 Bedrock Run,Lawrenceville,GA,30043,"$1,775 ",1988,80,Single-Family Home,"1,810",,3,3,2,2,67,104,222,NA,NA,NA,1,6,1,7,1,8,98,2,0,0,9,2,0,1,6,4,7,4,34.037782,-84.006817,4,10487,3.14,9.67,36.3,1.19,50,1.9,300,0,0.0086,1.7,0.054,0.21,38,53,23,4,9,6,7,https://www.trulia.com/c/ca/p/ga/lawrenceville/757-bedrock-run-lawrenceville-ga-30043--2029504502,4044983302,13,135,50208,1002,1.31351E+14,Block 1002,G5040,U,3817,U,S,1683273,1405,34.0393985,-84.009443
11150 Brookhollow Trail,Alpharetta,GA,30022,"$2,000 ",1992,3,Single-Family Home,"2,094",,3,3,2,2,97,91,378,NA,NA,NA,1,8,1,8,1,9,98,1,0,0,55,3,6,5,40,2,50,25,34.05651,-84.224468,4,15871,3.14,9.79,36.3,1.01,50,1.9,230,0.027,0.01,0.26,0.099,0.00015,30,40,20,5,5,6,8,https://www.trulia.com/c/ca/p/ga/alpharetta/11150-brookhollow-trl-alpharetta-ga-30022--1045860250,4048767056,13,121,11620,3003,1.3121E+14,Block 3003,G5040,U,3817,U,S,255895,2270,34.0587562,-84.2243649
855 Simon Ive Drive,Lawrenceville,GA,30045,"$1,515 ",NA,3,Single-Family Home,"1,989",,3,3,2,2,23,8,67,NA,NA,NA,1,6,0,0,1,5,98,1,0,0,8,1,0,0,6,1,5,0,33.945155,-83.945528,4,10274,3.14,9.69,36.2,0.855,48,1.7,25,0.0029,0.0081,0.48,0.044,0,51,75,27,1,21,6,6,https://www.trulia.com/c/ca/p/ga/lawrenceville/855-simon-ive-dr-lawrenceville-ga-30045--2029537066,4029937158,13,135,50546,3000,1.31351E+14,Block 3000,G5040,U,3817,U,S,186788,0,33.947818,-83.9460224
6868 Timbers East Drive,Lithonia,GA,30058,"$1,300 ",1979,67,Single-Family Home,"2,153",,3,3,2,2,241,15,502,NA,NA,NA,1,2,1,4,1,4,92,7,0,0,0,0,0,0,0,1,0,1,33.765436,-84.108195,4,8087,3.14,9.85,35.6,0.882,51,2,56,0.014,0.009,0.41,0.046,0.001,61,98,25,1,8,6,6,https://www.trulia.com/c/ca/p/ga/lithonia/6868-timbers-east-dr-lithonia-ga-30058--2029590541,4036531183,13,89,23311,2006,1.3089E+14,Block 2006,G5040,U,3817,U,S,58194,0,33.7656442,-84.1100349
260 Myrtle Grove Lane,Covington,GA,30014,"$1,180 ",NA,8,Single-Family Home,"1,226",,3,3,2,2,112,145,321,NA,NA,NA,1,5,1,4,1,4,99,0,0,0,0,0,0,0,0,0,0,0,33.516203,-83.850002,4,582,3.14,9.74,36.1,0.487,47,1.7,2.2,0.052,0.012,0.099,0.024,0.0044,38,30,45,0,17,8,8,https://www.trulia.com/c/ca/p/ga/covington/260-myrtle-grove-ln-covington-ga-30014--1001602282,4045682141,13,217,100800,2019,1.32171E+14,Block 2019,G5040,R,NA,NA,S,65840,0,33.5169389,-83.8493012
1934 Patton Place,Lithonia,GA,30058,"$1,200 ",NA,2,Single-Family Home,"1,368",,3,3,2,2,241,15,502,NA,NA,NA,1,2,1,4,1,3,92,7,0,0,19,0,0,0,10,2,7,2,33.733203,-84.156489,4,9297,3.14,9.87,35.3,1.07,53,2.3,19,0.039,0.0092,0.59,0.057,0.00093,67,97,37,2,6,7,7,https://www.trulia.com/c/ca/p/ga/lithonia/1934-patton-pl-lithonia-ga-30058--2029580106,4047622377,13,89,23314,3011,1.3089E+14,Block 3011,G5040,U,3817,U,S,32428,0,33.7339465,-84.1567828
3292 Basking Shade Lane,Decatur,GA,30034,"$1,254 ",NA,2,Single-Family Home,"2,303",,3,3,2,2,334,30,403,NA,NA,NA,1,2,1,3,1,5,90,10,0,0,1,0,0,0,3,1,2,0,33.672842,-84.2546,4,7911,3.14,9.86,34.6,1.11,52,2.8,79,0.021,0.0099,0.36,0.16,1.7,65,94,36,0,7,8,4,https://www.trulia.com/c/ca/p/ga/decatur/3292-basking-shade-ln-decatur-ga-30034--1005753726,4046159110,13,89,23422,2000,1.3089E+14,Block 2000,G5040,U,3817,U,S,417506,0,33.6714749,-84.2518273
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.94309,-84.032005,4,8629,3.14,9.75,36.3,1.09,51,2,110,0.013,0.0087,0.16,0.068,0.061,58,74,41,8,13,7,7,https://www.trulia.com/c/ca/p/ga/lawrenceville/1391-monfort-rd-lawrenceville-ga-30046--2029539897,NA,13,135,50536,1026,1.31351E+14,Block 1026,G5040,U,3817,U,S,70893,0,33.9429278,-84.0336592
525 State Route 162,Covington,GA,30016,$995 ,NA,14,Single-Family Home,"1,350",,3,3,2,2,NA,NA,6,NA,169,NA,1,4,1,4,1,4,99,1,0,0,2,0,0,0,0,0,0,0,33.553598,-83.909755,4,2015,3.14,9.77,35.9,0.865,50,2,11,0.13,0.011,0.16,0.025,0.003,56,65,47,0,15,5,9,https://www.trulia.com/c/ca/p/ga/covington/525-state-route-162-covington-ga-30016--2353684752,4048441390,13,217,100600,1060,1.32171E+14,Block 1060,G5040,U,3817,U,S,2152274,0,33.5467178,-83.9043089
240 Creekside Trail,Covington,GA,30016,"$1,250 ",NA,122,Single-Family Home,NA,,3,3,2,2,NA,NA,6,NA,169,NA,1,4,1,4,1,4,99,1,0,0,0,0,0,0,1,0,0,0,33.553836,-83.943004,4,3850,3.14,9.76,35.8,0.926,49,2.1,7.3,0.054,0.011,0.11,0.027,0.00012,45,50,39,1,28,6,10,https://www.trulia.com/c/ca/p/ga/covington/240-creekside-trl-covington-ga-30016--1072082791,4042528988,13,217,100902,2002,1.32171E+14,Block 2002,G5040,U,3817,U,S,2787738,2123,33.5576785,-83.9359834
441 Village Way,Lawrenceville,GA,30046,"$1,325 ",NA,9,Single-Family Home,"1,708",,3,3,2,2,100,81,348,NA,NA,NA,1,8,0,0,1,5,97,2,0,0,6,3,2,1,12,1,7,2,33.958968,-83.964172,4,9072,3.14,9.69,36.2,0.868,48,1.8,79,0.031,0.0083,0.95,0.048,3.30E-07,66,73,59,6,25,8,5,https://www.trulia.com/c/ca/p/ga/lawrenceville/441-village-way-lawrenceville-ga-30046--2029544059,4032932347,13,135,50545,3003,1.31351E+14,Block 3003,G5040,U,3817,U,S,690710,968,33.9585006,-83.9685561
2375 Belaire Drive,Cumming,GA,30041,"$1,435 ",NA,13,Single-Family Home,"1,355",,3,3,2,2,16,597,165,NA,NA,NA,1,7,1,7,1,8,98,0,0,0,3,1,0,0,6,0,5,3,34.231118,-84.085812,4,4289,3.14,9.41,36.3,0.508,40,1.3,150,0.012,0.009,0.36,0.033,1.90E-05,19,15,24,4,6,6,8,https://www.trulia.com/c/ca/p/ga/cumming/2375-belaire-dr-cumming-ga-30041--2345105907,4046337334,13,117,130504,1002,1.31171E+14,Block 1002,G5040,U,3817,U,S,32773,0,34.2302086,-84.0854435
5781 Taffeta Court,Lithonia,GA,30058,"$1,175 ",NA,6,Single-Family Home,NA,,3,3,2,2,241,15,502,NA,NA,NA,1,2,1,4,1,3,92,7,0,0,8,0,0,1,1,2,3,1,33.737265,-84.156254,4,10394,3.14,9.87,35.3,1.06,53,2.2,15,0.042,0.0093,0.52,0.057,8.00E-04,67,97,36,1,6,6,8,https://www.trulia.com/c/ca/p/ga/lithonia/5781-taffeta-ct-lithonia-ga-30058--1073860169,4048678858,13,89,23314,3001,1.3089E+14,Block 3001,G5040,U,3817,U,S,215306,0,33.7382483,-84.1557739
30 Hegwood Drive,Covington,GA,30016,"$1,300 ",NA,5,Single-Family Home,"1,774",,3,3,2,2,NA,NA,6,NA,169,NA,1,4,1,4,1,4,99,1,0,0,3,0,0,0,0,0,0,0,33.560399,-83.912051,4,2089,3.14,9.78,35.9,0.982,51,2.1,10,0.12,0.011,0.2,0.026,0.0031,57,65,48,0,16,5,10,https://www.trulia.com/c/ca/p/ga/covington/30-hegwood-dr-covington-ga-30016--1008237225,4048695772,13,217,100502,1051,1.32171E+14,Block 1051,G5040,U,3817,U,S,884825,13511,33.5556504,-83.9123796
3448 Elgin Drive,Decatur,GA,30032,"$1,050 ",NA,52,Single-Family Home,"1,470",,3,3,2,2,339,62,301,NA,NA,NA,1,2,1,3,1,3,84,15,0,0,12,1,2,0,16,0,11,0,33.736312,-84.248632,4,10869,3.14,9.94,34.8,1.31,54,2.6,740,0.39,0.01,0.13,0.092,0,74,92,57,0,20,9,13,https://www.trulia.com/c/ca/p/ga/decatur/3448-elgin-dr-decatur-ga-30032--1002490037,4011258267,13,89,23506,2005,1.3089E+14,Block 2005,G5040,U,3817,U,S,248719,0,33.7353819,-84.2487802
3940 Ferncliff Road,Snellville,GA,30039,"$1,125 ",NA,29,Multi-Family,"1,175",,3,3,2,2,66,56,157,NA,NA,NA,1,8,1,6,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.831999,-84.061484,4,7049,3.14,9.81,35.9,1.05,53,2.1,190,0.014,0.0088,0.086,0.051,0.0041,53,70,36,4,12,5,9,https://www.trulia.com/c/ca/p/ga/snellville/3940-ferncliff-rd-snellville-ga-30039--1044570594,4043088270,13,135,50729,1004,1.31351E+14,Block 1004,G5040,U,3817,U,S,318166,0,33.8290892,-84.057783
3738 Humber Court,Cumming,GA,30040,"$1,560 ",NA,14,Single-Family Home,"1,835",,3,3,2,2,14,990,137,NA,NA,NA,1,7,1,9,1,7,98,1,0,0,12,3,0,2,19,0,5,4,34.265205,-84.094643,4,1815,3.14,9.3,36.2,0.775,43,1.4,78,0.13,0.009,0.21,0.029,1.60E-06,33,37,28,2,9,5,14,https://www.trulia.com/c/ca/p/ga/cumming/3738-humber-ct-cumming-ga-30040--1011646641,4022185376,13,117,130205,1000,1.31171E+14,Block 1000,G5040,U,3817,U,S,2021644,0,34.2614379,-84.0969249
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.820961,-84.296238,4,9119,3.14,10.1,35.1,1.31,56,2.5,320,0.3,0.011,0.39,0.11,0,20,22,18,1,2,5,17,https://www.trulia.com/c/ca/p/ga/decatur/1424-knollwood-ter-decatur-ga-30033--2029385505,NA,13,89,21602,2008,1.3089E+14,Block 2008,G5040,U,3817,U,S,288351,0,33.8214076,-84.2967175
810 Mill Station Drive,Lawrenceville,GA,30046,"$1,350 ",1992,3,Single-Family Home,NA,,3,3,2,2,100,81,348,NA,NA,NA,1,5,1,5,1,5,97,2,0,0,19,2,2,1,29,3,20,9,33.925062,-83.99201,4,10093,3.14,9.74,36.2,1.05,51,2,480,0.03,0.0084,0.18,0.053,0.00089,45,60,30,6,15,7,11,https://www.trulia.com/c/ca/p/ga/lawrenceville/810-mill-station-dr-lawrenceville-ga-30046--1003026605,3119906165,13,135,50543,2016,1.31351E+14,Block 2016,G5040,U,3817,U,S,21697,0,33.9257742,-83.9916677
2216 Clanton Terrace,Decatur,GA,30034,"$1,200 ",NA,106,Single-Family Home,"1,800",,3,3,2,2,334,30,403,NA,NA,NA,1,2,1,2,1,3,90,10,0,0,7,1,3,0,8,1,6,3,33.712234,-84.299994,4,8277,3.14,9.93,34.5,1.52,55,3,1200,0.3,0.01,0.52,0.17,1.00E-05,71,93,49,1,15,6,16,https://www.trulia.com/c/ca/p/ga/decatur/2216-clanton-ter-decatur-ga-30034--2029393839,4043546728,13,89,23411,2002,1.3089E+14,Block 2002,G5040,U,3817,U,S,52422,0,33.7125912,-84.3002905
5790 Dorian Court,Lithonia,GA,30058,"$1,095 ",1987,6,Single-Family Home,"1,854",,3,3,2,2,241,15,502,NA,NA,NA,1,2,1,4,1,3,92,7,0,0,5,0,0,1,0,0,4,3,33.741944,-84.153279,4,6981,3.14,9.88,35.3,1,52,2.2,6.5,0.052,0.0092,0.62,0.055,7.60E-06,65,97,34,1,10,7,8,https://www.trulia.com/c/ca/p/ga/lithonia/5790-dorian-ct-lithonia-ga-30058--1003018489,4018638339,13,89,23314,3000,1.3089E+14,Block 3000,G5040,U,3817,U,S,44541,0,33.7421159,-84.1533805
2485 Misty Hollow Lane,Cumming,GA,30040,"$1,718 ",NA,17,Single-Family Home,"2,239",,3,3,2,2,14,990,137,NA,NA,NA,1,7,1,7,1,8,98,1,0,0,4,2,0,2,11,1,3,1,34.236372,-84.187269,4,2158,3.14,9.4,36.4,0.603,43,1.4,93,0.0093,0.0097,0.34,0.033,0.00013,14,10,18,1,17,7,12,https://www.trulia.com/c/ca/p/ga/cumming/2485-misty-hollow-ln-cumming-ga-30040--1004551880,4048251633,13,117,130405,2000,1.31171E+14,Block 2000,G5040,U,3817,U,S,2517824,4635,34.2367145,-84.1807897
13487 Aventide Lane,Alpharetta,GA,30004,"$1,600 ",NA,29,Single-Family Home,NA,,3,3,2,2,8,115,79,NA,NA,NA,1,8,1,8,1,9,98,1,0,0,27,4,2,2,24,2,16,16,34.104723,-84.2597,4,13405,3.14,9.71,36.4,0.982,48,1.8,310,0.024,0.011,0.26,0.059,8.00E-05,35,50,20,4,4,10,7,https://www.trulia.com/c/ca/p/ga/alpharetta/13487-aventide-ln-alpharetta-ga-30004--1071017195,4047793653,13,121,11614,1005,1.3121E+14,Block 1005,G5040,U,3817,U,S,21017,0,34.1054129,-84.2601224
4620 Duration Court,Snellville,GA,30039,"$1,395 ",NA,5,Single-Family Home,"1,480",,3,3,2,2,66,56,157,NA,NA,NA,1,6,1,6,1,5,98,1,0,0,0,0,0,0,0,0,0,1,33.781733,-84.000598,4,3137,3.14,9.77,36,0.77,49,1.8,2.2,0.06,0.0085,0.082,0.038,3.40E-05,44,49,39,3,4,5,6,https://www.trulia.com/c/ca/p/ga/snellville/4620-duration-ct-snellville-ga-30039--1007164611,3199651406,13,135,50728,3013,1.31351E+14,Block 3013,G5040,U,3817,U,S,1156138,813,33.7801996,-84.001737
2344 Jennas Way Southeast,Conyers,GA,30013,"$1,550 ",NA,3,Single-Family Home,"2,706",,3,3,2,2,1,NA,1,NA,NA,NA,1,5,1,5,1,4,96,2,0,0,23,1,2,2,16,0,22,1,33.62412,-83.986099,4,5551,3.14,9.79,35.7,0.923,50,2,92,0.021,0.01,0.27,0.031,0.00037,54,83,26,2,10,8,9,https://www.trulia.com/c/ca/p/ga/conyers/2344-jennas-way-se-conyers-ga-30013--1001602242,4028645333,13,247,60307,1009,1.32471E+14,Block 1009,G5040,U,3817,U,S,1314710,56232,33.6170121,-83.9889527
7551 Conyers Street,Lithonia,GA,30058,$995 ,1948,3,Single-Family Home,"1,190",,3,3,2,2,241,15,502,NA,NA,NA,1,2,1,2,1,3,92,7,0,0,47,3,7,4,108,4,48,6,33.705875,-84.097173,4,3853,3.14,9.83,35.4,1.12,51,2.2,1500,0.13,0.009,0.63,0.047,0.00037,78,94,63,0,11,11,9,https://www.trulia.com/c/ca/p/ga/lithonia/7551-conyers-st-lithonia-ga-30058--1010119517,4048911704,13,89,23303,2030,1.3089E+14,Block 2030,G5040,U,3817,U,S,184189,0,33.7043368,-84.0947924
140 Kay Circle,Covington,GA,30014,"$2,000 ",NA,11,Single-Family Home,"1,684",,3,3,2,2,112,145,320,NA,NA,NA,1,7,1,4,1,7,99,0,0,0,0,0,0,0,0,0,0,1,33.594024,-83.778511,4,1466,3.14,9.77,36,0.607,47,1.7,41,0.043,0.011,0.23,0.019,0.00035,16,10,22,0,6,5,18,https://www.trulia.com/c/ca/p/ga/covington/140-kay-cir-covington-ga-30014--2029260454,4048423145,13,217,100202,1018,1.32171E+14,Block 1018,G5040,R,NA,NA,S,3662170,149777,33.5879952,-83.7750524
2775 Avalon Meadows Lane,Lawrenceville,GA,30044,"$1,495 ",NA,1,Single-Family Home,"1,681",,3,3,2,2,71,29,126,NA,NA,NA,1,8,1,5,1,4,97,2,0,0,21,3,2,0,14,1,12,3,33.93127,-84.085256,4,15074,3.14,9.81,36.2,1.16,52,2.1,48,0.0099,0.0091,0.21,0.1,0.0033,67,86,48,10,22,8,6,https://www.trulia.com/c/ca/p/ga/lawrenceville/2775-avalon-meadows-ln-lawrenceville-ga-30044--1012526240,4046896351,13,135,50533,2000,1.31351E+14,Block 2000,G5040,U,3817,U,S,1344042,1400,33.9273171,-84.0875592
2594 Laurel View Drive,Snellville,GA,30039,"$1,150 ",NA,3,Single-Family Home,"1,320",,3,3,2,2,65,56,157,NA,NA,NA,1,5,1,6,1,3,98,1,0,0,24,1,3,0,30,1,12,5,33.831987,-84.053386,4,10971,3.14,9.81,36,1.04,52,2.1,260,0.024,0.0087,0.083,0.05,0.0023,56,73,39,6,12,6,7,https://www.trulia.com/c/ca/p/ga/snellville/2594-laurel-view-dr-snellville-ga-30039--1072257533,4048889360,13,135,50725,3004,1.31351E+14,Block 3004,G5040,U,3817,U,S,222123,0,33.8329182,-84.0509829
2836 Norfair Loop,Lithonia,GA,30038,"$1,000 ",NA,2,NA,"1,456",,3,3,2,2,61,1,56,NA,NA,NA,1,2,1,3,1,3,95,5,0,0,27,1,1,4,21,0,10,2,33.699698,-84.154339,4,11724,3.14,9.85,35.2,1.62,53,2.4,770,0.031,0.0091,0.31,0.061,0.021,72,98,46,1,12,7,7,https://www.trulia.com/c/ca/p/ga/lithonia/2836-norfair-loop-lithonia-ga-30038--1044346129,4048966691,13,89,23428,3003,1.3089E+14,Block 3003,G5040,U,3817,U,S,1623194,24301,33.6953645,-84.1564112
1785 McKendree Lake Drive,Lawrenceville,GA,30043,"$1,390 ",NA,9,Single-Family Home,"1,600",,3,3,2,2,77,110,244,NA,NA,NA,1,7,1,7,1,8,98,2,0,0,8,2,0,0,10,2,19,10,33.990664,-84.039852,4,12124,3.14,9.73,36.3,1.11,51,2,48,0.024,0.0088,1,0.072,0.15,36,50,23,9,9,5,7,https://www.trulia.com/c/ca/p/ga/lawrenceville/1785-mckendree-lake-dr-lawrenceville-ga-30043--1008782509,4048611330,13,135,50538,2000,1.31351E+14,Block 2000,G5040,U,3817,U,S,452667,0,33.9916166,-84.0380806
370 Madeline Circle,Lawrenceville,GA,30043,"$1,395 ",NA,18,Single-Family Home,NA,,3,3,2,2,67,104,221,NA,NA,NA,1,8,1,7,1,8,98,2,0,0,8,2,0,0,12,2,16,10,33.998881,-84.027731,4,8582,3.14,9.71,36.3,1.08,51,2,23,0.0063,0.0087,1.6,0.066,0.42,38,53,23,11,10,6,7,https://www.trulia.com/c/ca/p/ga/lawrenceville/370-madeline-cir-lawrenceville-ga-30043--1044872308,4048296321,13,135,50549,1009,1.31351E+14,Block 1009,G5040,U,3817,U,S,858337,1890,33.9998778,-84.031838
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.045579,-84.011674,4,6681,3.14,9.67,36.3,1.28,50,1.9,480,5.50E-05,0.0086,1.7,0.053,0.17,39,56,22,5,8,7,6,https://www.trulia.com/c/ca/p/ga/lawrenceville/2809-wynhaven-oaks-way-lawrenceville-ga-30043--2029500803,NA,13,135,50208,2001,1.31351E+14,Block 2001,G5040,U,3817,U,S,2033888,3311,34.0510703,-84.0052976
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.002063,-84.003092,4,8023,3.14,9.69,36.3,0.993,51,1.9,63,0.041,0.0085,1.6,0.057,0.18,35,48,21,6,8,8,8,https://www.trulia.com/c/ca/p/ga/lawrenceville/244-russell-rd-lawrenceville-ga-30043--2029499629,NA,13,135,50527,2005,1.31351E+14,Block 2005,G5040,U,3817,U,S,523964,0,33.9979755,-83.9978085
635 Union Hill Road,Alpharetta,GA,30004,"$1,900 ",NA,22,Single-Family Home,"1,535",,3,3,2,2,8,114,78,NA,NA,NA,0,0,0,0,1,9,98,1,0,0,6,0,0,1,28,1,2,8,34.131383,-84.227296,4,3639,3.14,9.63,36.4,0.806,47,1.7,30,0.045,0.01,0.92,0.053,6.00E-04,35,48,23,4,8,8,6,https://www.trulia.com/c/ca/p/ga/alpharetta/635-union-hill-rd-alpharetta-ga-30004--2029230593,4048129462,13,117,130603,2001,1.31171E+14,Block 2001,G5040,U,3817,U,S,788604,4343,34.1284176,-84.2199958
3109 Brook Drive,Decatur,GA,30033,"$1,675 ",NA,64,Single-Family Home,"1,270",,3,3,2,2,31,3,109,NA,NA,NA,1,7,1,6,1,6,94,4,0,0,25,3,2,4,49,5,25,8,33.813003,-84.2621,4,12932,3.14,10,35.2,1.54,57,2.7,4900,0.23,0.01,0.87,0.1,0,57,57,56,10,19,7,8,https://www.trulia.com/c/ca/p/ga/decatur/3109-brook-dr-decatur-ga-30033--2029391705,4046071536,13,89,22204,1011,1.3089E+14,Block 1011,G5040,U,3817,U,S,65279,0,33.8116311,-84.2641498
130 Hunters Keep,Covington,GA,30014,"$1,095 ",NA,54,Single-Family Home,"1,246",,3,3,2,2,112,145,320,NA,NA,NA,1,5,1,4,1,4,99,0,0,0,1,0,0,0,0,0,0,0,33.406192,-83.856599,4,1352,3.14,9.74,36.1,0.476,46,1.7,2.9,0.13,0.014,0.085,0.021,0.0038,36,19,53,0,19,11,14,https://www.trulia.com/c/ca/p/ga/covington/130-hunters-keep-covington-ga-30014--2029260093,4008130881,13,217,100800,1033,1.32171E+14,Block 1033,G5040,R,NA,NA,S,1967263,7200,33.4110519,-83.8600739
