Address,City,State,Zip_Code,Rent_Per_Month,Year,Days_on_Trulia,Type,Sqft,Phone_Number,Bedroom_min,Bedroom_max,Bathroom_min,Bathroom_max,Assault,Arrest,Theft,Vandalism,Burglary,Crime_Other,Elementary_School_Count,Elementary_School_Avg_Score,Middle_School_Count,Middle_School_Avg_Score,High_School_Count,High_School_Avg_Score,Driving,Transit,Walking,Cycling,Restaurant,Groceries,Nightlife,Cafe,Shopping,Entertainment,Beauty,Active_life,Latitude,Longitude,EPA_Region,Population,Input_area.sq..miles.,Particulate_Matter,Ozone,NATA._Diesel_PM,NATA._Air_Toxics_Cancer_Risk,NATA._Respiratory_Hazard_Index,Traffic_Proximity_and_Volume,Lead_Paint_Indicator,Superfund_Proximity,RMP_Proximity,Hazardous_Waste_Proximity,Wastewater_Discharge_Indicator,Demographic_Index.,Minority_Population.,Low_Income_Population.,Linguistically_Isolated_Population.,Population_with_Less_Than_High_School_Education.,Population_under_Age_5.,Population_over_Age_64.,URL,Short_form_ID,STATEFP10,COUNTYFP10,TRACTCE10,BLOCKCE10,GEOID10,NAME10,MTFCC10,UR10,UACE10,UATYPE,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
3505 Redwine Road,Atlanta,GA,30344.0,"$965 - $1,535",,144.0,Apartment,"768-1,486",,1.0,1.0,1.0,1.0,39.0,10.0,889.0,,,,1.0,2.0,1.0,3.0,1.0,2.0,85.0,13.0,0.0,0.0,41.0,1.0,3.0,3.0,47.0,1.0,34.0,4.0,33.661035,-84.501147,4,9372,3.14,9.93,34.2,1.2,51,2.8,2300.0,0.061,0.012,0.44,0.062,0.19,70,98,41,1,13,8,8,https://www.trulia.com/c/ca/atlanta/landmark-at-creekside-grand-3505-redwine-rd-atlanta-ga-30344--2030519511,4041890233.0,13.0,121.0,11303.0,1021.0,131210000000000.0,Block 1021,G5040,U,3817.0,U,S,436991.0,0.0,33.662867799999994,-84.5023755
3151 Stillhouse Creek Drive Southeast,Atlanta,GA,30339.0,"$1,395 - $3,230",,200.0,Apartment,"883-1,345",,1.0,1.0,1.0,1.0,,21.0,387.0,,33.0,,1.0,7.0,1.0,6.0,1.0,5.0,99.0,1.0,0.0,0.0,130.0,2.0,24.0,14.0,137.0,16.0,71.0,27.0,33.874542,-84.46219599999999,4,8593,3.14,10.1,35.1,1.75,57,2.5,1800.0,0.028999999999999998,0.013000000000000001,0.64,0.059000000000000004,0.062,29,38,19,2,2,6,11,https://www.trulia.com/c/ca/atlanta/bell-vinings-3151-stillhouse-creek-dr-se-atlanta-ga-30339--2092181121,4038691855.0,13.0,67.0,31207.0,1008.0,130670000000000.0,Block 1008,G5040,U,3817.0,U,S,311081.0,0.0,33.8745865,-84.4606827
391 17th Street Northwest,Atlanta,GA,30363.0,"$1,505 - $3,271",2006.0,304.0,Apartment,"650-1,449",,1.0,1.0,1.0,1.0,5.0,,199.0,,11.0,,1.0,5.0,2.0,6.0,1.0,6.0,71.0,14.0,4.0,11.0,210.0,6.0,84.0,38.0,238.0,58.0,174.0,50.0,33.791126,-84.400692,4,20334,3.14,10.2,34.7,2.66,65,3.5,7400.0,0.18,0.012,0.73,0.066,0.00066,45,48,38,4,4,2,2,https://www.trulia.com/c/ca/atlanta/seventeen-west-391-17th-st-nw-atlanta-ga-30363--2092203728,4035325642.0,13.0,121.0,600.0,1001.0,131210000000000.0,Block 1001,G5040,U,3817.0,U,S,15020.0,0.0,33.7914925,-84.4006127
530 Piedmont Avenue NE,Atlanta,GA,30308.0,"$1,533 - $3,316",,241.0,Apartment,"865-1,545",,1.0,1.0,1.0,1.0,59.0,2.0,702.0,,,,1.0,3.0,1.0,8.0,1.0,6.0,72.0,8.0,1.0,16.0,474.0,11.0,164.0,73.0,253.0,86.0,157.0,89.0,33.769032,-84.382017,4,38244,3.14,10.1,34.6,3.23,72,4.0,10000.0,0.27,0.012,0.87,0.077,1.4999999999999999e-05,45,51,35,2,6,3,5,https://www.trulia.com/c/ca/atlanta/the-waterford-on-piedmont-530-piedmont-ave-ne-atlanta-ga-30308--2092034473,4036677092.0,13.0,121.0,1900.0,2010.0,131210000000000.0,Block 2010,G5040,U,3817.0,U,S,26417.0,0.0,33.769242999999996,-84.3830206
1831 Briarcliff Circle Northeast,Atlanta,GA,30329.0,"$1,299 - $1,900",1982.0,123.0,Apartment,"1,370-1,690",,2.0,2.0,1.0,1.0,66.0,223.0,240.0,,,,1.0,5.0,1.0,6.0,1.0,7.0,88.0,9.0,0.0,2.0,64.0,1.0,13.0,9.0,62.0,7.0,23.0,12.0,33.835821,-84.31531700000001,4,12009,3.14,10.1,35.2,1.74,59,2.9,2600.0,0.15,0.011000000000000001,0.24,0.14,0.0,45,54,37,10,12,6,9,https://www.trulia.com/c/ca/atlanta/villas-at-briarcliff-1831-briarcliff-cir-ne-atlanta-ga-30329--2092157103,9000033064.0,13.0,89.0,21603.0,1000.0,130890000000000.0,Block 1000,G5040,U,3817.0,U,S,360081.0,0.0,33.8342971,-84.3138962
4501 Circle 75 Parkway Southeast,Atlanta,GA,30339.0,"$1,265 - $2,450",2017.0,164.0,Apartment,"651-1,490",,1.0,1.0,1.0,1.0,,21.0,387.0,,33.0,,1.0,4.0,1.0,6.0,1.0,8.0,99.0,1.0,0.0,0.0,103.0,4.0,19.0,11.0,92.0,9.0,112.0,19.0,33.899111,-84.473962,4,12061,3.14,10.1,35.3,1.63,56,2.4,1400.0,0.021,0.013000000000000001,0.15,0.057,0.12,60,76,44,8,12,10,4,https://www.trulia.com/c/ca/atlanta/stadium-walk-4501-circle-75-pkwy-se-atlanta-ga-30339--2092183582,4036367082.0,13.0,67.0,30345.0,1006.0,130670000000000.0,Block 1006,G5040,U,3817.0,U,S,160720.0,0.0,33.8982725,-84.4762299
95 8th Street Northwest,Atlanta,GA,30309.0,"$1,844 - $3,068",2017.0,217.0,Apartment,"708-1,217",,1.0,1.0,1.0,1.0,15.0,,400.0,,27.0,,1.0,9.0,1.0,8.0,1.0,6.0,88.0,5.0,0.0,6.0,283.0,8.0,107.0,54.0,164.0,78.0,151.0,59.0,33.779616,-84.390376,4,37575,3.14,10.2,34.7,3.24,73,4.0,7800.0,0.23,0.012,0.67,0.07200000000000001,0.00011999999999999999,40,44,30,2,4,1,3,https://www.trulia.com/c/ca/atlanta/modera-midtown-95-8th-st-nw-atlanta-ga-30309--2316191296,4011609722.0,13.0,121.0,1001.0,2015.0,131210000000000.0,Block 2015,G5040,U,3817.0,U,S,16390.0,0.0,33.780035600000005,-84.38972209999999
350 Peachtree Hills Avenue NE,Atlanta,GA,30305.0,"$1,445 - $3,350",,110.0,Apartment,"554-1,333",,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,6.0,1.0,7.0,97.0,2.0,0.0,0.0,81.0,5.0,37.0,10.0,231.0,12.0,154.0,57.0,33.818228000000005,-84.374871,4,16358,3.14,10.2,34.9,2.02,60,2.9,4000.0,0.21,0.012,0.75,0.083,7e-07,28,36,21,4,4,4,12,https://www.trulia.com/c/ca/atlanta/post-peachtree-hills-350-peachtree-hills-ave-ne-atlanta-ga-30305--2092015212,4037139788.0,13.0,121.0,9300.0,2001.0,131210000000000.0,Block 2001,G5040,U,3817.0,U,S,222940.0,0.0,33.819534499999996,-84.3771455
3505 Windy Ridge Lane Southeast,Atlanta,GA,30339.0,"$1,210 - $2,490",,200.0,Apartment,"701-1,134",,1.0,1.0,1.0,1.0,,21.0,387.0,,33.0,,1.0,4.0,1.0,6.0,1.0,8.0,99.0,1.0,0.0,0.0,73.0,0.0,15.0,12.0,43.0,10.0,63.0,17.0,33.8994,-84.458439,4,11269,3.14,10.1,35.3,1.76,57,2.6,2400.0,0.02,0.013000000000000001,0.15,0.063,0.12,39,55,24,6,4,8,5,https://www.trulia.com/c/ca/atlanta/hudson-ridge-3505-windy-ridge-ln-se-atlanta-ga-30339--2092181903,4038691920.0,13.0,67.0,30345.0,3006.0,130670000000000.0,Block 3006,G5040,U,3817.0,U,S,33724.0,0.0,33.9009365,-84.45625
1240 West Peachtree Street NW,Atlanta,GA,30309.0,"$1,664 - $4,990",2017.0,308.0,Apartment,"650-1,552",,0.0,0.0,1.0,1.0,15.0,,400.0,,27.0,,1.0,9.0,1.0,8.0,1.0,6.0,88.0,5.0,0.0,6.0,216.0,6.0,87.0,40.0,143.0,66.0,103.0,63.0,33.78852,-84.387823,4,25172,3.14,10.2,34.7,3.13,71,3.9,5300.0,0.25,0.012,0.63,0.069,0.00016,33,37,24,2,2,1,4,https://www.trulia.com/c/ca/atlanta/amli-arts-center-1240-w-peachtree-st-nw-atlanta-ga-30309--2030456219,4028389331.0,13.0,121.0,500.0,1082.0,131210000000000.0,Block 1082,G5040,U,3817.0,U,S,49591.0,0.0,33.788314,-84.388538
144 Moreland Avenue NE,Atlanta,GA,30307.0,"$1,422 - $2,500",,25.0,Apartment,"602-1,199",,0.0,0.0,1.0,1.0,3.0,,65.0,,20.0,,0.0,0.0,1.0,3.0,1.0,4.0,82.0,11.0,1.0,3.0,127.0,6.0,44.0,23.0,158.0,31.0,118.0,59.0,33.756757,-84.349209,4,18337,3.14,10.1,34.7,1.78,58,2.9,1000.0,0.44,0.011000000000000001,1.7,0.094,0.00015,34,40,28,1,6,5,7,https://www.trulia.com/c/ca/atlanta/station-r-apartments-144-moreland-ave-ne-atlanta-ga-30307--2092026561,4002569777.0,13.0,121.0,3100.0,2007.0,131210000000000.0,Block 2007,G5040,U,3817.0,U,S,32298.0,0.0,33.7573,-84.3500719
225 26th Street Northwest,Atlanta,GA,30309.0,"$1,355 - $2,495",2005.0,326.0,Apartment,"560-1,800",,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,6.0,1.0,7.0,88.0,5.0,0.0,6.0,106.0,5.0,29.0,12.0,150.0,28.0,143.0,51.0,33.802895,-84.39968499999999,4,15707,3.14,10.2,34.7,2.31,62,3.1,7000.0,0.22,0.012,1.0,0.067,0.00079,33,38,28,3,3,5,5,https://www.trulia.com/c/ca/atlanta/the-row-at-twenty-sixth-apartments-225-26th-st-nw-atlanta-ga-30309--2092043901,4027157341.0,13.0,121.0,9101.0,4006.0,131210000000000.0,Block 4006,G5040,U,3817.0,U,S,33383.0,0.0,33.803079,-84.39854009999999
177 North Colonial Homes Circle NW,Atlanta,GA,30309.0,"$1,599 - $2,429",,182.0,Apartment,"1,077-1,209",,2.0,2.0,1.0,1.0,1.0,,80.0,,10.0,,1.0,7.0,1.0,6.0,1.0,7.0,88.0,5.0,0.0,6.0,62.0,3.0,12.0,6.0,83.0,6.0,93.0,35.0,33.814690999999996,-84.395812,4,13951,3.14,10.2,34.8,2.02,60,2.9,3500.0,0.28,0.012,0.99,0.07200000000000001,0.00032,20,23,18,1,3,5,14,https://www.trulia.com/c/ca/atlanta/coho-apartments-177-n-colonial-homes-cir-nw-atlanta-ga-30309--2030456761,4029419883.0,13.0,121.0,9101.0,1002.0,131210000000000.0,Block 1002,G5040,U,3817.0,U,S,372222.0,0.0,33.8142331,-84.39971729999999
1205 Metropolitan Avenue SE,Atlanta,GA,30316.0,"$1,465 - $2,625",2016.0,329.0,Apartment,"840-1,220",,1.0,1.0,1.0,1.0,17.0,,67.0,,25.0,,1.0,6.0,1.0,3.0,1.0,4.0,92.0,7.0,0.0,0.0,64.0,2.0,23.0,16.0,54.0,9.0,45.0,32.0,33.741597,-84.34822700000001,4,13606,3.14,10.0,34.6,1.79,59,3.1,2800.0,0.52,0.011000000000000001,1.8,0.11,0.00059,40,48,31,1,11,7,10,https://www.trulia.com/c/ca/atlanta/alexan-east-atlanta-village-1205-metropolitan-ave-se-atlanta-ga-30316--2092092632,4012047839.0,13.0,89.0,20900.0,1039.0,130890000000000.0,Block 1039,G5040,U,3817.0,U,S,46095.0,0.0,33.7408516,-84.3476393
4403 Northside Parkway Northwest,Atlanta,GA,30327.0,"$665 - $4,940",,110.0,Apartment,"563-2,000",,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,6.0,1.0,7.0,99.0,0.0,0.0,0.0,40.0,1.0,7.0,5.0,33.0,5.0,29.0,11.0,33.864556,-84.45024599999999,4,5241,3.14,10.2,35.1,1.63,56,2.5,2400.0,0.067,0.013000000000000001,0.79,0.064,0.09300000000000001,18,22,14,1,1,8,14,https://www.trulia.com/c/ca/atlanta/post-riverside-4403-northside-pkwy-nw-atlanta-ga-30327--2092152280,4037139803.0,13.0,121.0,9802.0,2035.0,131210000000000.0,Block 2035,G5040,U,3817.0,U,S,822989.0,13095.0,33.868372799999996,-84.4509025
6200 Bakers Ferry Road Southwest,Atlanta,GA,30331.0,"$975 - $1,300",,222.0,Apartment,"846-1,365",,1.0,1.0,1.0,1.0,80.0,,709.0,,106.0,,1.0,5.0,1.0,4.0,1.0,5.0,85.0,14.0,0.0,0.0,15.0,0.0,0.0,3.0,7.0,0.0,4.0,1.0,33.725249,-84.571087,4,3663,3.14,9.89,34.3,0.741,48,2.1,70.0,0.013000000000000001,0.013999999999999999,4.0,0.044000000000000004,0.27,65,100,30,1,2,5,7,https://www.trulia.com/c/ca/atlanta/ashford-spring-lake-6200-bakers-ferry-rd-sw-atlanta-ga-30331--2092173855,4038027226.0,13.0,121.0,10303.0,2019.0,131210000000000.0,Block 2019,G5040,U,3817.0,U,S,3002873.0,76311.0,33.7257145,-84.55300279999999
600 Phipps Boulevard Northeast,Atlanta,GA,30326.0,"$1,280 - $5,190",2008.0,110.0,Apartment,"606-1,549",,0.0,0.0,1.0,1.0,1.0,,133.0,,14.0,,1.0,7.0,1.0,6.0,1.0,7.0,86.0,10.0,0.0,5.0,165.0,3.0,36.0,36.0,448.0,19.0,152.0,56.0,33.852824,-84.365306,4,16439,3.14,10.2,35.2,1.62,60,2.7,1800.0,0.14,0.012,0.23,0.11,0.00033,19,23,14,3,2,4,15,https://www.trulia.com/c/ca/atlanta/post-alexander-600-phipps-blvd-ne-atlanta-ga-30326--1999997910,4042665999.0,13.0,121.0,10002.0,3017.0,131210000000000.0,Block 3017,G5040,U,3817.0,U,S,200116.0,0.0,33.8546154,-84.3671176
525 Glen Iris Drive Northeast,Atlanta,GA,30308.0,"$1,626 - $3,636",2008.0,319.0,Apartment,"805-1,620",,1.0,1.0,1.0,1.0,3.0,,137.0,,6.0,,1.0,3.0,1.0,8.0,1.0,6.0,72.0,8.0,1.0,16.0,229.0,10.0,106.0,34.0,226.0,59.0,190.0,77.0,33.768885,-84.367677,4,29455,3.14,10.1,34.7,2.48,65,3.3,3800.0,0.37,0.011000000000000001,1.0,0.081,2.1e-05,37,43,31,1,5,4,7,https://www.trulia.com/c/ca/atlanta/amli-old-4th-ward-525-glen-iris-dr-ne-atlanta-ga-30308--2092034428,4027420383.0,13.0,121.0,1700.0,1002.0,131210000000000.0,Block 1002,G5040,U,3817.0,U,S,39492.0,0.0,33.7690071,-84.36592270000001
1845 Piedmont Avenue NE,Atlanta,GA,30324.0,"$1,420 - $4,350",2015.0,123.0,Apartment,"476-2,016",,0.0,0.0,1.0,1.0,10.0,,129.0,,14.0,,1.0,9.0,1.0,8.0,1.0,6.0,93.0,5.0,0.0,2.0,65.0,4.0,35.0,4.0,136.0,7.0,132.0,39.0,33.80624,-84.36688199999999,4,11732,3.14,10.2,34.8,2.03,60,2.9,3800.0,0.3,0.011000000000000001,0.92,0.079,0.0,23,25,21,3,3,3,9,https://www.trulia.com/c/ca/atlanta/morningside-atlanta-by-windsor-1845-piedmont-ave-ne-atlanta-ga-30324--2092140419,4018773868.0,13.0,121.0,100.0,3010.0,131210000000000.0,Block 3010,G5040,U,3817.0,U,S,106218.0,0.0,33.8055906,-84.3652943
222 14th Street Northeast,Atlanta,GA,30309.0,"$1,415 - $3,330",,349.0,Apartment,"484-1,503",,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,8.0,1.0,6.0,88.0,5.0,0.0,6.0,241.0,9.0,105.0,40.0,162.0,75.0,172.0,74.0,33.7865,-84.380662,4,25526,3.14,10.2,34.7,3.08,72,3.9,4000.0,0.34,0.012,0.68,0.071,6e-06,26,31,18,2,2,2,6,https://www.trulia.com/c/ca/atlanta/windsor-at-midtown-222-14th-st-ne-atlanta-ga-30309--1001650397,4016930248.0,13.0,121.0,400.0,2016.0,131210000000000.0,Block 2016,G5040,U,3817.0,U,S,114742.0,0.0,33.7875669,-84.3807473
3201 Downwood Circle Northwest,Atlanta,GA,30327.0,"$1,429 - $2,930",2015.0,200.0,Apartment,"700-1,240",,1.0,1.0,1.0,1.0,3.0,,113.0,,11.0,,1.0,8.0,1.0,6.0,1.0,7.0,99.0,0.0,0.0,0.0,11.0,1.0,3.0,2.0,17.0,1.0,14.0,4.0,33.841397,-84.426103,4,5555,3.14,10.2,34.9,1.5,56,2.6,1800.0,0.22,0.012,1.6,0.069,0.0049,9,8,10,3,1,6,22,https://www.trulia.com/c/ca/atlanta/bell-buckhead-west-3201-downwood-cir-nw-atlanta-ga-30327--1999997719,4035629606.0,13.0,121.0,9801.0,1006.0,131210000000000.0,Block 1006,G5040,U,3817.0,U,S,399735.0,0.0,33.8415076,-84.4238954
500 Northside Circle Northwest,Atlanta,GA,30309.0,"$999 - $1,649",,133.0,Apartment,"750-1,175",,1.0,1.0,1.0,1.0,17.0,2.0,417.0,,,,1.0,7.0,1.0,6.0,1.0,7.0,88.0,5.0,0.0,6.0,136.0,5.0,39.0,25.0,215.0,37.0,148.0,51.0,33.799475,-84.402548,4,13239,3.14,10.2,34.7,2.35,62,3.2,8800.0,0.21,0.012,1.0,0.065,0.0011,36,41,30,3,3,4,3,https://www.trulia.com/c/ca/atlanta/500-northside-500-northside-cir-nw-atlanta-ga-30309--1136593543,4014976403.0,13.0,121.0,8902.0,2007.0,131210000000000.0,Block 2007,G5040,U,3817.0,U,S,217425.0,0.0,33.7987296,-84.4017161
915 West Peachtree Street NW,Atlanta,GA,30309.0,"$1,645 - $8,849",,140.0,Apartment,"707-2,654",,0.0,0.0,1.0,1.0,15.0,,400.0,,27.0,,1.0,9.0,1.0,8.0,1.0,6.0,88.0,5.0,0.0,6.0,254.0,8.0,98.0,47.0,141.0,78.0,113.0,60.0,33.779533,-84.38720500000001,4,34071,3.14,10.2,34.7,3.3,74,4.1,7700.0,0.26,0.012,0.69,0.07200000000000001,5.7999999999999994e-05,38,42,27,2,3,2,4,https://www.trulia.com/c/ca/atlanta/nine15-midtown-915-w-peachtree-st-nw-atlanta-ga-30309--2185743570,4036734243.0,13.0,121.0,1202.0,1013.0,131210000000000.0,Block 1013,G5040,U,3817.0,U,S,8302.0,0.0,33.7791167,-84.38678840000001
1824 Defoor Avenue NW,Atlanta,GA,30318.0,"$1,360 - $2,015",2015.0,326.0,Apartment,"716-1,278",,1.0,1.0,1.0,1.0,1.0,,88.0,,12.0,,1.0,7.0,1.0,6.0,1.0,7.0,79.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.804904,-84.423886,4,10187,3.14,10.2,34.7,2.06,58,2.9,4400.0,0.17,0.012,2.6,0.062,0.0043,32,38,26,4,3,5,6,https://www.trulia.com/c/ca/atlanta/1824-defoor-1824-defoor-ave-nw-atlanta-ga-30318--1999997580,4036505644.0,13.0,121.0,8902.0,1029.0,131210000000000.0,Block 1029,G5040,U,3817.0,U,S,162091.0,0.0,33.8041757,-84.4245628
100 Lenox Park Circle Northeast,Atlanta,GA,30319.0,"$1,044 - $1,813",1995.0,326.0,Apartment,"554-1,322",,1.0,1.0,1.0,1.0,80.0,248.0,305.0,,,,1.0,3.0,1.0,4.0,1.0,5.0,90.0,8.0,0.0,1.0,101.0,4.0,21.0,22.0,323.0,8.0,66.0,29.0,33.847972999999996,-84.34792,4,20614,3.14,10.1,35.1,1.66,59,2.7,1200.0,0.09699999999999999,0.011000000000000001,0.26,0.12,5.6999999999999996e-05,37,42,31,9,9,6,12,https://www.trulia.com/c/ca/atlanta/evergreen-lenox-park-100-lenox-park-cir-ne-atlanta-ga-30319--2092124241,4027157354.0,13.0,89.0,21415.0,2001.0,130890000000000.0,Block 2001,G5040,U,3817.0,U,S,14781.0,0.0,33.8479336,-84.34793520000001
1020 Lenox Park Boulevard Northeast,Atlanta,GA,30319.0,"$1,165 - $3,915",,110.0,Apartment,"658-1,444",,1.0,1.0,1.0,1.0,80.0,248.0,305.0,,,,1.0,7.0,1.0,6.0,1.0,7.0,90.0,8.0,0.0,1.0,100.0,3.0,19.0,24.0,326.0,8.0,68.0,27.0,33.849878000000004,-84.348582,4,18712,3.14,10.1,35.2,1.61,59,2.7,1200.0,0.11,0.011000000000000001,0.26,0.12,7e-05,31,36,26,6,7,6,13,https://www.trulia.com/c/ca/atlanta/post-gardens-1020-lenox-park-blvd-ne-atlanta-ga-30319--2092124309,4006502817.0,13.0,121.0,9404.0,2003.0,131210000000000.0,Block 2003,G5040,U,3817.0,U,S,29480.0,0.0,33.8499843,-84.3494475
207 13th Street Northeast,Atlanta,GA,30309.0,"$1,610 - $6,470",2017.0,320.0,Apartment,"540-1,923",,0.0,0.0,1.0,1.0,15.0,,400.0,,27.0,,1.0,9.0,1.0,8.0,1.0,6.0,88.0,5.0,0.0,6.0,264.0,9.0,106.0,44.0,163.0,78.0,183.0,74.0,33.785356,-84.380531,4,26159,3.14,10.2,34.7,3.1,72,3.9,3600.0,0.36,0.012,0.68,0.071,6.7e-06,27,32,19,2,2,2,6,https://www.trulia.com/c/ca/atlanta/yoo-on-the-park-207-13th-st-ne-atlanta-ga-30309--2092043171,4036348096.0,13.0,121.0,1100.0,1000.0,131210000000000.0,Block 1000,G5040,U,3817.0,U,S,39969.0,0.0,33.7848459,-84.3804369
1500 Huntcliff Village Court,Atlanta,GA,30350.0,"$1,110 - $2,035",1996.0,754.0,Apartment,"702-1,358",,1.0,1.0,1.0,1.0,1.0,,3.0,,1.0,,1.0,5.0,1.0,5.0,1.0,7.0,95.0,5.0,0.0,0.0,36.0,3.0,7.0,6.0,31.0,6.0,32.0,23.0,33.999852000000004,-84.35328299999999,4,12722,3.14,9.98,36.0,1.2,53,2.2,1400.0,0.037000000000000005,0.012,0.13,0.079,0.0011,49,59,40,7,8,8,12,https://www.trulia.com/c/ca/atlanta/hannover-grand-at-sandy-springs-apartment-homes-1500-huntcliff-village-ct-atlanta-ga-30350--2030544598,9000029225.0,13.0,121.0,10208.0,1004.0,131210000000000.0,Block 1004,G5040,U,3817.0,U,S,8262.0,0.0,33.9997044,-84.3534256
2144 Peachtree Road Northwest,Atlanta,GA,30309.0,"$1,491 - $3,972",2016.0,616.0,Apartment,"734-1,643",,1.0,1.0,1.0,1.0,1.0,,80.0,,10.0,,1.0,7.0,1.0,6.0,1.0,7.0,88.0,5.0,0.0,6.0,57.0,3.0,13.0,5.0,100.0,6.0,88.0,35.0,33.812816999999995,-84.39251,4,14200,3.14,10.2,34.8,2.04,61,3.0,4000.0,0.27,0.012,0.9,0.07200000000000001,0.00016,21,24,18,1,3,5,13,https://www.trulia.com/c/ca/atlanta/venue-brookwood-2144-peachtree-rd-nw-atlanta-ga-30309--2196789981,4025552915.0,13.0,121.0,9101.0,3001.0,131210000000000.0,Block 3001,G5040,U,3817.0,U,S,78925.0,0.0,33.8127673,-84.3947017
1000 Northside Drive Northwest,Atlanta,GA,30318.0,"$1,280 - $2,750",2008.0,679.0,Apartment,"777-1,386",,1.0,1.0,1.0,1.0,5.0,,199.0,,11.0,,1.0,5.0,2.0,6.0,1.0,6.0,79.0,17.0,0.0,0.0,128.0,4.0,45.0,28.0,202.0,40.0,102.0,49.0,33.781827,-84.407546,4,17031,3.14,10.2,34.6,2.66,64,3.5,5700.0,0.16,0.012,0.57,0.067,0.00056,59,58,61,6,8,1,2,https://www.trulia.com/c/ca/atlanta/arium-westside-1000-northside-dr-nw-atlanta-ga-30318--2092108233,4036389516.0,13.0,121.0,600.0,1060.0,131210000000000.0,Block 1060,G5040,U,3817.0,U,S,13002.0,0.0,33.781936200000004,-84.4083326
349 Decatur Street Southeast,Atlanta,GA,30312.0,"$1,235 - $2,801",2008.0,684.0,Apartment,"690-1,679",,0.0,0.0,1.0,1.0,2.0,,46.0,,7.0,,1.0,3.0,1.0,8.0,1.0,6.0,85.0,8.0,1.0,3.0,340.0,8.0,108.0,47.0,237.0,44.0,145.0,73.0,33.749903,-84.378298,4,19955,3.14,10.1,34.6,2.91,68,3.8,13000.0,0.33,0.011000000000000001,1.5,0.092,0.00011,53,59,46,1,10,4,7,https://www.trulia.com/c/ca/atlanta/pencil-factory-flats-349-decatur-st-se-atlanta-ga-30312--2092068494,4037102481.0,13.0,121.0,11900.0,2088.0,131210000000000.0,Block 2088,G5040,U,3817.0,U,S,24753.0,0.0,33.7495324,-84.37814159999999
1265 Mount Vernon Highway,Atlanta,GA,30338.0,"$1,336 - $2,281",1997.0,2111.0,Apartment,"779-1,560",,1.0,1.0,1.0,1.0,7.0,,3.0,1.0,,,1.0,6.0,1.0,5.0,1.0,7.0,95.0,5.0,0.0,0.0,101.0,2.0,16.0,19.0,219.0,5.0,66.0,17.0,33.936259,-84.349046,4,14777,3.14,10.1,35.7,1.47,56,2.4,1500.0,0.028999999999999998,0.012,0.15,0.14,0.00011999999999999999,32,49,16,8,3,10,9,https://www.trulia.com/c/ca/atlanta/mount-vernon-flats-at-the-perimeter-1265-mount-vernon-hwy-atlanta-ga-30338--2030478156,4036739109.0,13.0,121.0,10110.0,1000.0,131210000000000.0,Block 1000,G5040,U,3817.0,U,S,36102.0,0.0,33.935984000000005,-84.34853670000001
240 East Belle Isle Road,Atlanta,GA,30342.0,"$1,200 - $2,245",,937.0,Apartment,"723-1,378",,1.0,1.0,1.0,1.0,1.0,,101.0,,15.0,,1.0,5.0,1.0,5.0,1.0,7.0,89.0,7.0,0.0,0.0,36.0,3.0,10.0,3.0,53.0,7.0,103.0,23.0,33.890663,-84.37950699999999,4,10905,3.14,10.2,35.3,1.36,55,2.4,600.0,0.18,0.012,0.12,0.11,0.0008699999999999999,36,37,34,5,10,7,11,https://www.trulia.com/c/ca/atlanta/arium-chastain-240-e-belle-isle-rd-atlanta-ga-30342--1999999849,4036389490.0,13.0,121.0,10114.0,3003.0,131210000000000.0,Block 3003,G5040,U,3817.0,U,S,657547.0,7842.0,33.890553600000004,-84.37583599999999
5555 Roswell Road,Atlanta,GA,30342.0,"$1,085 - $1,560",,95.0,Apartment,"1,000-1,500",,1.0,1.0,1.0,1.0,1.0,,101.0,,15.0,,1.0,3.0,1.0,5.0,1.0,7.0,89.0,7.0,0.0,0.0,96.0,6.0,24.0,10.0,111.0,16.0,151.0,43.0,33.907166,-84.378647,4,16125,3.14,10.1,35.5,1.78,58,2.7,4200.0,0.068,0.012,0.13,0.12,0.00025,44,48,40,14,13,8,11,https://www.trulia.com/c/ca/atlanta/the-whitney-5555-roswell-rd-atlanta-ga-30342--2030507740,4037191244.0,13.0,121.0,10113.0,1005.0,131210000000000.0,Block 1005,G5040,U,3817.0,U,S,483137.0,4838.0,33.905997799999994,-84.3747477
